model,dataset,task,task_type,seed,n_trials,metric,device,selected,config,config_id,config_tag,val_score,test_score,fit_time_tuning,predict_time_tuning,fit_time_refit,predict_time_refit,error,val_average_precision,val_accuracy,val_f1,val_roc_auc,test_average_precision,test_accuracy,test_f1,test_roc_auc,val_r2,val_mae,val_rmse,test_r2,test_mae,test_rmse,id
dummy,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,0,roc_auc,cpu,True,{},bf21a9e8,default,0.5,0.5,0.0622168170000065,0.002807520999994,0.0512198549999993,0.003001845,,0.4121920884241568,0.5878079115758432,0.0,0.5,0.3694932930557054,0.6305067069442946,0.0,0.5,,,,,,,
dummy,rel-amazon,item-ltv,REGRESSION,0,0,mae,cpu,True,{},bf21a9e8,default,59.4714964246787,64.23361282761559,0.0410067040000114,0.0005273630000033,0.0378446419999818,0.0005951090000166,,,,,,,,,,-0.0128885328599854,59.4714964246787,454.9198738732304,-0.0071569989522097,64.23361282761559,666.9863192392224,
dummy,rel-amazon,user-churn,BINARY_CLASSIFICATION,0,0,roc_auc,cpu,True,{},bf21a9e8,default,0.5,0.5,0.0993465359999845,0.0046844909999776,0.0989136390000169,0.0045031129999983,,0.6420281508667812,0.6420281508667812,0.7819940852145224,0.5,0.6064481293604445,0.6064481293604445,0.7550173806133189,0.5,,,,,,,
dummy,rel-amazon,user-ltv,REGRESSION,0,0,mae,cpu,True,{},bf21a9e8,default,14.1407152409027,16.78297941088708,0.0338333959999772,0.0010461159999977,0.0304504290000124,0.0009903860000122,,,,,,,,,,-0.0835422154812146,14.1407152409027,50.92620345868564,-0.0916344183845256,16.78297941088708,57.92664264129245,
dummy,rel-avito,ad-ctr,REGRESSION,0,0,mae,cpu,True,{},bf21a9e8,default,0.039864301926295,0.0430665554441568,0.0082695110000088,7.117500000219934e-05,0.0006748879999918,6.462700000042787e-05,,,,,,,,,,-0.0948849269986262,0.039864301926295,0.1038008376753582,-0.097969100954746,0.0430665554441568,0.1150036267720595,
dummy,rel-avito,user-clicks,BINARY_CLASSIFICATION,0,0,roc_auc,cpu,True,{},bf21a9e8,default,0.5,0.5,0.0070729930000084,0.0003633649999983,0.0020628190000024,0.0006762940000015,,0.0351697115611575,0.9648302884388424,0.0,0.5,0.0154179514959579,0.984582048504042,0.0,0.5,,,,,,,
dummy,rel-avito,user-visits,BINARY_CLASSIFICATION,0,0,roc_auc,cpu,True,{},bf21a9e8,default,0.5,0.5,0.0090276869999996,0.0005274530000036,0.0028360109999994,0.0005022550000006,,0.9034991160479002,0.9034991160479002,0.949303425917813,0.5,0.8505909380276232,0.8505909380276232,0.9192641340113672,0.5,,,,,,,
dummy,rel-event,user-attendance,REGRESSION,0,0,mae,cpu,True,{},bf21a9e8,default,0.2575216726160122,0.2635342185903984,0.0079371110000039,7.334999999386582e-05,0.0007546759999996,7.06490000084159e-05,,,,,,,,,,-0.2421977241343942,0.2575216726160122,0.5832088694589651,-0.1682932009182753,0.2635342185903984,0.694351940269542,
dummy,rel-event,user-ignore,BINARY_CLASSIFICATION,0,0,roc_auc,cpu,True,{},bf21a9e8,default,0.5,0.5,0.0120964870000079,0.0001149230000123,0.0012619050000068,0.0001208279999929,,0.1091279959204487,0.8908720040795512,0.0,0.5,0.1302349336057201,0.8697650663942799,0.0,0.5,,,,,,,
dummy,rel-event,user-repeat,BINARY_CLASSIFICATION,0,0,roc_auc,cpu,True,{},bf21a9e8,default,0.5,0.5,0.0108309200000036,8.92529999987346e-05,0.0005018469999953,8.853199999236949e-05,,0.4790874524714829,0.5209125475285171,0.0,0.5,0.4471544715447154,0.5528455284552846,0.0,0.5,,,,,,,
dummy,rel-f1,driver-dnf,BINARY_CLASSIFICATION,0,0,roc_auc,cpu,True,{},bf21a9e8,default,0.5,0.5,0.0144761740000092,0.0001052470000075,0.0005883889999864,6.237899999916863e-05,,0.7791519434628975,0.7791519434628975,0.8758689175769613,0.5,0.7051282051282052,0.7051282051282052,0.8270676691729323,0.5,,,,,,,
dummy,rel-f1,driver-position,REGRESSION,0,0,mae,cpu,True,{},bf21a9e8,default,4.135571142284569,4.399100877192982,0.0075809649999882,6.660399999702804e-05,0.0005050740000029,4.840799999783485e-05,,,,,,,,,,-0.2355678566834016,4.135571142284569,5.153278222818213,-0.0424719421406794,4.399100877192982,5.319882538110992,
dummy,rel-f1,driver-top3,BINARY_CLASSIFICATION,0,0,roc_auc,cpu,True,{},bf21a9e8,default,0.5,0.5,0.0103604829999994,8.52970000124742e-05,0.0003546800000009,6.223799999816038e-05,,0.2023809523809523,0.7976190476190477,0.0,0.5,0.1763085399449036,0.8236914600550964,0.0,0.5,,,,,,,
dummy,rel-hm,item-sales,REGRESSION,0,0,mae,cpu,True,{},bf21a9e8,default,0.085690221805826,0.0760870451124123,0.0359504230000027,0.0003982429999922,0.0248764709999989,0.0004024310000119,,,,,,,,,,-0.0167403782891153,0.085690221805826,0.6678111543867765,-0.017049827178166,0.0760870451124123,0.5876541979252354,
dummy,rel-hm,user-churn,BINARY_CLASSIFICATION,0,0,roc_auc,cpu,True,{},bf21a9e8,default,0.5,0.5,0.0789740859999881,0.0011156209999967,0.0695136039999937,0.0010125539999989,,0.8128036992528346,0.8128036992528346,0.8967365849792118,0.5,0.8261347636607442,0.8261347636607442,0.9047905774540328,0.5,,,,,,,
dummy,rel-stack,post-votes,REGRESSION,0,0,mae,cpu,True,{},bf21a9e8,default,0.0616902237926972,0.0679042653026979,0.0245877020000051,0.0004789020000117,0.0171738399999981,0.0005272150000052,,,,,,,,,,-0.0284039527687613,0.0616902237926972,0.3712007315460499,-0.0338497747288144,0.0679042653026979,0.3752734864300262,
dummy,rel-stack,user-badge,BINARY_CLASSIFICATION,0,0,roc_auc,cpu,True,{},bf21a9e8,default,0.5,0.5,0.0772302560000071,0.0032115979999929,0.1892109430000061,0.0039779260000045,,0.0295111520707523,0.9704888479292476,0.0,0.5,0.0263745300751879,0.973625469924812,0.0,0.5,,,,,,,
dummy,rel-stack,user-engagement,BINARY_CLASSIFICATION,0,0,roc_auc,cpu,True,{},bf21a9e8,default,0.5,0.5,0.0336714510000035,0.0011064529999913,0.0704025510000008,0.00106190999999,,0.0280337896883192,0.9719662103116808,0.0,0.5,0.027355140292953,0.972644859707047,0.0,0.5,,,,,,,
dummy,rel-trial,site-success,REGRESSION,0,0,mae,cpu,True,{},bf21a9e8,default,0.4749371681853262,0.46222197509331,0.0081423580000006,0.0001330670000072,0.0026501130000013,0.0001262939999975,,,,,,,,,,-0.9884911295891567,0.4749371681853262,0.6736147669976768,-0.9225994631669874,0.46222197509331,0.667249717458477,
dummy,rel-trial,study-adverse,REGRESSION,0,0,mae,cpu,True,{},bf21a9e8,default,56.78587319243604,57.53324725629438,0.0084689310000101,0.0001025889999937,0.0011839299999962,7.913899999323348e-05,,,,,,,,,,-0.0198345621296311,56.78587319243604,394.9754600169141,-0.0501770075627718,57.53324725629438,255.87381770606345,
dummy,rel-trial,study-outcome,BINARY_CLASSIFICATION,0,0,roc_auc,cpu,True,{},bf21a9e8,default,0.5,0.5,0.0110826650000035,0.0001132579999989,0.0005967700000013,8.19050000018251e-05,,0.584375,0.584375,0.73767258382643,0.5,0.5854545454545454,0.5854545454545454,0.7385321100917431,0.5,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,{},bf21a9e8,default,0.6410975090218787,0.6422263385491982,24.978021146000003,1.7270194330000097,20.61795597199989,1.6696729459999915,,0.5213341599298406,0.5931036811507747,0.0460728563323789,0.6410975090218787,0.4789161695762505,0.6354754797952554,0.0583408168953023,0.6422263385491982,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.8646440511782, ""bagging_freq"": 1, ""cat_l2"": 0.2396763788772, ""cat_smooth"": 9.0912832806515, ""extra_trees"": true, ""feature_fraction"": 0.9742930953718, ""lambda_l1"": 0.5205254318032, ""lambda_l2"": 1.5172553870823, ""learning_rate"": 0.0095655183906, ""max_cat_to_onehot"": 21, ""min_data_in_leaf"": 1, ""min_data_per_group"": 38, ""n_estimators"": 885, ""num_leaves"": 13}",9ddece77,r1,0.6115298527934792,,72.003513091,6.337337751000007,,,,0.4981392451190364,0.5886126884613003,0.0064695888549099,0.6115298527934792,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.7040714906836, ""bagging_freq"": 1, ""cat_l2"": 0.1059359109832, ""cat_smooth"": 79.0557829290776, ""extra_trees"": true, ""feature_fraction"": 0.7399608725239, ""lambda_l1"": 0.9293032679565, ""lambda_l2"": 0.5788832452851, ""learning_rate"": 0.0050708289337, ""max_cat_to_onehot"": 15, ""min_data_in_leaf"": 53, ""min_data_per_group"": 48, ""n_estimators"": 398, ""num_leaves"": 14}",85d4ebc9,r10,0.5832461221443835,,24.85808122100002,1.912378057000069,,,,0.4766316579257773,0.5879260955939872,0.0007096747778854,0.5832461221443835,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.8819179642384, ""bagging_freq"": 1, ""cat_l2"": 0.2028071332361, ""cat_smooth"": 0.9002514016925, ""extra_trees"": true, ""feature_fraction"": 0.9904253448185, ""lambda_l1"": 0.3523764300344, ""lambda_l2"": 1.0166800656129, ""learning_rate"": 0.0076046378471, ""max_cat_to_onehot"": 9, ""min_data_in_leaf"": 51, ""min_data_per_group"": 4, ""n_estimators"": 309, ""num_leaves"": 50}",eb5d77d2,r11,0.6098880469892614,,63.91738721399997,3.19963665399996,,,,0.4965361305070314,0.5879767458874776,0.0013095432967752,0.6098880469892614,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.7057579594928, ""bagging_freq"": 1, ""cat_l2"": 0.0652607238611, ""cat_smooth"": 0.7440913299852, ""extra_trees"": true, ""feature_fraction"": 0.5562045565524, ""lambda_l1"": 0.4693022490728, ""lambda_l2"": 0.3337783413457, ""learning_rate"": 0.005523232486, ""max_cat_to_onehot"": 20, ""min_data_in_leaf"": 22, ""min_data_per_group"": 3, ""n_estimators"": 298, ""num_leaves"": 194}",97b0d170,r12,0.6294171436961804,,119.43829519099997,11.79225514399991,,,,0.5120580559671306,0.5881793470614388,0.0030246055750837,0.6294171436961804,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.7904724450024, ""bagging_freq"": 1, ""cat_l2"": 0.0112585288934, ""cat_smooth"": 1.8450328342775, ""extra_trees"": false, ""feature_fraction"": 0.7222135128255, ""lambda_l1"": 0.8411560157726, ""lambda_l2"": 1.5581241341161, ""learning_rate"": 0.0949138303247, ""max_cat_to_onehot"": 8, ""min_data_in_leaf"": 4, ""min_data_per_group"": 12, ""n_estimators"": 523, ""num_leaves"": 6}",b0f88568,r13,0.6283077870978622,,31.79638451800008,2.047629845000074,,,,0.5091122747755059,0.5928785687352621,0.0428425885497294,0.6283077870978622,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.8980520612478, ""bagging_freq"": 1, ""cat_l2"": 0.0298619738506, ""cat_smooth"": 1.8218656600978, ""extra_trees"": false, ""feature_fraction"": 0.6687557031224, ""lambda_l1"": 0.9046572794351, ""lambda_l2"": 1.7298800978754, ""learning_rate"": 0.0152979229147, ""max_cat_to_onehot"": 14, ""min_data_in_leaf"": 7, ""min_data_per_group"": 61, ""n_estimators"": 223, ""num_leaves"": 45}",c9bdab03,r14,0.6241797776617047,,43.38352458099996,3.297714295999981,,,,0.5036663471482217,0.5891923529312451,0.0097940801432485,0.6241797776617047,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.7870232821631, ""bagging_freq"": 1, ""cat_l2"": 0.1520732736224, ""cat_smooth"": 0.143579414226, ""extra_trees"": false, ""feature_fraction"": 0.4597414534665, ""lambda_l1"": 0.0376556278898, ""lambda_l2"": 0.8228523078385, ""learning_rate"": 0.0175995134195, ""max_cat_to_onehot"": 55, ""min_data_in_leaf"": 4, ""min_data_per_group"": 81, ""n_estimators"": 58, ""num_leaves"": 107}",5c4e94f9,r15,0.6188263423103334,,24.328292832999978,1.491850859999886,,,,0.4999751484249614,0.5878867009212726,0.0004095115891779,0.6188263423103334,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.9252532736885, ""bagging_freq"": 1, ""cat_l2"": 0.0185425303217, ""cat_smooth"": 0.0026697944708, ""extra_trees"": true, ""feature_fraction"": 0.4403497788779, ""lambda_l1"": 0.990339913502, ""lambda_l2"": 1.5167814698069, ""learning_rate"": 0.032907451476, ""max_cat_to_onehot"": 89, ""min_data_in_leaf"": 2, ""min_data_per_group"": 10, ""n_estimators"": 665, ""num_leaves"": 12}",66abad1a,r16,0.5949275210120347,,42.808122883999886,3.7142353340000223,,,,0.4850283233038451,0.5879880015082531,0.0013095790249092,0.5949275210120347,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.9893469303368, ""bagging_freq"": 1, ""cat_l2"": 0.1517170923124, ""cat_smooth"": 0.0019146599966, ""extra_trees"": true, ""feature_fraction"": 0.8076356640991, ""lambda_l1"": 0.2169752947, ""lambda_l2"": 0.6401022999299, ""learning_rate"": 0.0682833284969, ""max_cat_to_onehot"": 45, ""min_data_in_leaf"": 2, ""min_data_per_group"": 8, ""n_estimators"": 71, ""num_leaves"": 27}",e3bf995d,r17,0.5897870126887895,,12.900846394999917,0.7809954049998851,,,,0.4807864765456335,0.5878079115758432,0.0,0.5897870126887895,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.8662727305253, ""bagging_freq"": 1, ""cat_l2"": 0.0750558998512, ""cat_smooth"": 0.2749087238468, ""extra_trees"": true, ""feature_fraction"": 0.6722181067336, ""lambda_l1"": 0.6631118952798, ""lambda_l2"": 0.7669894419544, ""learning_rate"": 0.011346355764, ""max_cat_to_onehot"": 13, ""min_data_in_leaf"": 8, ""min_data_per_group"": 12, ""n_estimators"": 235, ""num_leaves"": 4}",d16f6217,r18,0.5574293286842961,,12.926733164000098,0.6570650400001341,,,,0.4608126607587784,0.5878079115758432,0.0,0.5574293286842961,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.7637171496671, ""bagging_freq"": 1, ""cat_l2"": 1.6733394870119, ""cat_smooth"": 25.4110617183616, ""extra_trees"": true, ""feature_fraction"": 0.7219475266652, ""lambda_l1"": 0.2633960444995, ""lambda_l2"": 1.1766753953959, ""learning_rate"": 0.0546075727721, ""max_cat_to_onehot"": 88, ""min_data_in_leaf"": 1, ""min_data_per_group"": 5, ""n_estimators"": 74, ""num_leaves"": 3}",3c940a82,r19,0.5656440735917354,,6.7750007689999165,0.5030298110000331,,,,0.4610800590259999,0.5878079115758432,0.0,0.5656440735917354,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.9145568099117, ""bagging_freq"": 1, ""cat_l2"": 0.0688015432043, ""cat_smooth"": 0.4410365667971, ""extra_trees"": false, ""feature_fraction"": 0.4842104682476, ""lambda_l1"": 0.6789116421659, ""lambda_l2"": 0.2119046236149, ""learning_rate"": 0.007497093098, ""max_cat_to_onehot"": 78, ""min_data_in_leaf"": 57, ""min_data_per_group"": 21, ""n_estimators"": 353, ""num_leaves"": 17}",a3464b9d,r2,0.5965265344015794,,34.56373935900001,1.9608011160000272,,,,0.4799886606975702,0.5878079115758432,0.0,0.5965265344015794,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.766732967316, ""bagging_freq"": 1, ""cat_l2"": 0.2949769749976, ""cat_smooth"": 76.211749790676, ""extra_trees"": false, ""feature_fraction"": 0.9380027758242, ""lambda_l1"": 0.0207489343658, ""lambda_l2"": 1.6621138056269, ""learning_rate"": 0.0087194268009, ""max_cat_to_onehot"": 51, ""min_data_in_leaf"": 2, ""min_data_per_group"": 20, ""n_estimators"": 428, ""num_leaves"": 19}",8d3659ac,r20,0.6037738319489837,,31.86764392100008,4.196030634999943,,,,0.4889310987810978,0.5890066351884472,0.0151578493115585,0.6037738319489837,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.806683821355, ""bagging_freq"": 1, ""cat_l2"": 0.0082421437739, ""cat_smooth"": 0.0160008811562, ""extra_trees"": false, ""feature_fraction"": 0.5089787202952, ""lambda_l1"": 0.2184810145264, ""lambda_l2"": 0.9723705046664, ""learning_rate"": 0.0507096180332, ""max_cat_to_onehot"": 54, ""min_data_in_leaf"": 3, ""min_data_per_group"": 18, ""n_estimators"": 165, ""num_leaves"": 161}",a6d8d71e,r21,0.6546182945879494,,101.31529688899992,10.687925650999889,,,,0.5410978486349673,0.6063290355621338,0.1901663637310858,0.6546182945879494,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.9821295835758, ""bagging_freq"": 1, ""cat_l2"": 0.1367124095637, ""cat_smooth"": 0.0031729973642, ""extra_trees"": true, ""feature_fraction"": 0.7074360779775, ""lambda_l1"": 0.4552232983118, ""lambda_l2"": 1.417125445225, ""learning_rate"": 0.0925784167972, ""max_cat_to_onehot"": 8, ""min_data_in_leaf"": 5, ""min_data_per_group"": 7, ""n_estimators"": 123, ""num_leaves"": 2}",38aedfa8,r22,0.5548477088618854,,7.70704428099998,0.5195288280001478,,,,0.455134544668275,0.5878079115758432,0.0,0.5548477088618854,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.9295975761421, ""bagging_freq"": 1, ""cat_l2"": 0.1658867884192, ""cat_smooth"": 0.0012082259188, ""extra_trees"": false, ""feature_fraction"": 0.7482682823129, ""lambda_l1"": 0.8788818548033, ""lambda_l2"": 0.9963306369924, ""learning_rate"": 0.0662004421712, ""max_cat_to_onehot"": 15, ""min_data_in_leaf"": 1, ""min_data_per_group"": 44, ""n_estimators"": 510, ""num_leaves"": 23}",3e9b950f,r23,0.6337217583471818,,79.08640081700014,8.232867699000053,,,,0.5237519659485623,0.5992830169565927,0.1144235911595338,0.6337217583471818,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.9245990859552, ""bagging_freq"": 1, ""cat_l2"": 1.592158021275, ""cat_smooth"": 44.4269586841343, ""extra_trees"": false, ""feature_fraction"": 0.872525293573, ""lambda_l1"": 0.492319014681, ""lambda_l2"": 1.6891157039359, ""learning_rate"": 0.0517998481756, ""max_cat_to_onehot"": 22, ""min_data_in_leaf"": 59, ""min_data_per_group"": 10, ""n_estimators"": 802, ""num_leaves"": 8}",0d0b00fe,r24,0.6299930144093536,,37.54881336099993,4.4812868439998965,,,,0.5162029151878746,0.5944543556438496,0.0809366510643182,0.6299930144093536,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,True,"{""bagging_fraction"": 0.9711159219238, ""bagging_freq"": 1, ""cat_l2"": 0.0287842816393, ""cat_smooth"": 2.2365712242177, ""extra_trees"": false, ""feature_fraction"": 0.7638852760411, ""lambda_l1"": 0.7155896013433, ""lambda_l2"": 0.3887650116637, ""learning_rate"": 0.0956151137114, ""max_cat_to_onehot"": 23, ""min_data_in_leaf"": 5, ""min_data_per_group"": 8, ""n_estimators"": 132, ""num_leaves"": 117}",311db951,r25,0.661363141267314,0.6622107702404185,77.09989553800006,7.658625475999997,66.90944888199988,7.10508238500006,,0.5489041621618681,0.6125365104198909,0.2519286350696482,0.661363141267314,0.504543203470378,0.6421944114791239,0.3563041157632546,0.6622107702404185,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.7751868160582, ""bagging_freq"": 1, ""cat_l2"": 0.7205179793324, ""cat_smooth"": 0.2412048314858, ""extra_trees"": false, ""feature_fraction"": 0.5086905770421, ""lambda_l1"": 0.7774298210926, ""lambda_l2"": 0.7417685131559, ""learning_rate"": 0.006296404929, ""max_cat_to_onehot"": 41, ""min_data_in_leaf"": 17, ""min_data_per_group"": 4, ""n_estimators"": 197, ""num_leaves"": 50}",e3b85f93,r26,0.6027162587241088,,39.52100745799999,1.9943780219998644,,,,0.4873997663394625,0.587813539386231,2.7306363748071488e-05,0.6027162587241088,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.9032235488416, ""bagging_freq"": 1, ""cat_l2"": 0.0484438463597, ""cat_smooth"": 0.2752154717585, ""extra_trees"": false, ""feature_fraction"": 0.8731273073839, ""lambda_l1"": 0.2594966220889, ""lambda_l2"": 0.3941888549433, ""learning_rate"": 0.0236586574252, ""max_cat_to_onehot"": 8, ""min_data_in_leaf"": 3, ""min_data_per_group"": 69, ""n_estimators"": 438, ""num_leaves"": 9}",d90cbc4e,r27,0.5976526923802383,,34.08000485400021,2.064377940999975,,,,0.4816781183023218,0.5878529340589457,0.0003549003549003,0.5976526923802383,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.943127227378, ""bagging_freq"": 1, ""cat_l2"": 0.0089165711882, ""cat_smooth"": 0.196142976357, ""extra_trees"": false, ""feature_fraction"": 0.4341088458599, ""lambda_l1"": 0.3738757566188, ""lambda_l2"": 0.9197657819236, ""learning_rate"": 0.0125354274243, ""max_cat_to_onehot"": 23, ""min_data_in_leaf"": 1, ""min_data_per_group"": 16, ""n_estimators"": 165, ""num_leaves"": 65}",10f688c8,r28,0.6207455587355862,,41.490532798,2.845255702000032,,,,0.503978179434465,0.5879711180770898,0.0010642507265557,0.6207455587355862,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.8296444149774, ""bagging_freq"": 1, ""cat_l2"": 0.0231985345244, ""cat_smooth"": 0.419723324168, ""extra_trees"": true, ""feature_fraction"": 0.818198345035, ""lambda_l1"": 0.5876408752329, ""lambda_l2"": 0.0893201412781, ""learning_rate"": 0.0282078967013, ""max_cat_to_onehot"": 29, ""min_data_in_leaf"": 5, ""min_data_per_group"": 12, ""n_estimators"": 750, ""num_leaves"": 37}",fb774425,r29,0.6274714632896798,,97.86247695399992,11.01600974300004,,,,0.5145220490922457,0.5910101356865084,0.0250861918624149,0.6274714632896798,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.8808290128215, ""bagging_freq"": 1, ""cat_l2"": 1.0457234595842, ""cat_smooth"": 0.6921859910209, ""extra_trees"": true, ""feature_fraction"": 0.9220523550151, ""lambda_l1"": 0.7206605914604, ""lambda_l2"": 0.9472534786514, ""learning_rate"": 0.0132034424949, ""max_cat_to_onehot"": 25, ""min_data_in_leaf"": 15, ""min_data_per_group"": 7, ""n_estimators"": 335, ""num_leaves"": 35}",7ae6364f,r3,0.6133718276932388,,66.974451929,3.103333164999981,,,,0.4991193170366701,0.5880217683705801,0.0016093396252148,0.6133718276932388,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.9256403562964, ""bagging_freq"": 1, ""cat_l2"": 0.173468569422, ""cat_smooth"": 0.1622096133057, ""extra_trees"": true, ""feature_fraction"": 0.8672172375647, ""lambda_l1"": 0.2728946202342, ""lambda_l2"": 1.5996117895528, ""learning_rate"": 0.0885567275464, ""max_cat_to_onehot"": 31, ""min_data_in_leaf"": 54, ""min_data_per_group"": 63, ""n_estimators"": 395, ""num_leaves"": 6}",a691dd6f,r30,0.5724275188440345,,18.77405130599982,0.9359039900000424,,,,0.4719448994341608,0.5880893020952338,0.0020724258289703,0.5724275188440345,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.8634649548991, ""bagging_freq"": 1, ""cat_l2"": 1.6087120636028, ""cat_smooth"": 42.4603130176821, ""extra_trees"": false, ""feature_fraction"": 0.6841648271642, ""lambda_l1"": 0.5820615900959, ""lambda_l2"": 0.3727460534192, ""learning_rate"": 0.0078289135266, ""max_cat_to_onehot"": 37, ""min_data_in_leaf"": 2, ""min_data_per_group"": 2, ""n_estimators"": 987, ""num_leaves"": 9}",1d48d1c9,r4,0.604840369530999,,48.02084706899995,5.159131467999998,,,,0.4911008294511438,0.5891191913962035,0.0148695875106259,0.604840369530999,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.8270964398017, ""bagging_freq"": 1, ""cat_l2"": 0.0497402357678, ""cat_smooth"": 0.0022655846367, ""extra_trees"": true, ""feature_fraction"": 0.8805464511878, ""lambda_l1"": 0.5374194921261, ""lambda_l2"": 1.4738626624402, ""learning_rate"": 0.009732329389, ""max_cat_to_onehot"": 78, ""min_data_in_leaf"": 4, ""min_data_per_group"": 24, ""n_estimators"": 285, ""num_leaves"": 44}",4f68409e,r5,0.5574873755324341,,19.353477011999985,0.8483443049999551,,,,0.4624005551024044,0.5878079115758432,0.0,0.5574873755324341,,,,,,,,,,,
lightgbm,rel-amazon,item-churn,BINARY_CLASSIFICATION,0,30,roc_auc,cpu,False,"{""bagging_fraction"": 0.7951605226208, ""bagging_freq"": 1, ""cat_l2"": 0.2087627025057, ""cat_smooth"": 0.0018992120999, ""extra_trees"": true, ""feature_fraction"": 0.5907899076364, ""lambda_l1"": 0.2654629519904, ""lambda_l2"": 0.6372060480074, ""learning_rate"": 0.0086558049456, ""max_cat_to_onehot"": 44, ""min_data_in_leaf"": 11, ""min_data_per_group"": 11, ""n_estimators"": 164, ""num_leaves"": 56}",3c57d7d3,r6,0.5688149427210292,,18.623476595,1.141012862000025,,,,0.4692004683228767,0.5878079115758432,0.0,0.5688149427210292,,,,,,,,,,,
